date,time,operator,flight_number,route,aircraft_type,registration,cn_ln,ground,summary,region,country,operator_type,tot_boarded_count,tot_passengers_boarded,tot_crews_boarded,tot_fatalities_count,passengers_fatalities,tot_crews_fatalities,reason
"August 27, 1937",00:00,Guinea Airways,-,-,Stinson SR-7 Reliant,VH-URC,-,0,-,Wau, Australia,Commercial,2.0,,,1.0,,,unknown
"October 01, 1937",00:00,Imperial Airways,-,"Alexandria, Egypt  - Athens, Greece",Short Empire Flying Boat,G-ADVC,-,0,Crashed as it landed in Phaleron Bay. Two passengers drowned. Poor visibility was blamed for the accident.,Phaleron Bay, Greece,Commercial,14.0,9.0,5.0,2.0,2.0,0.0,poor visibility
"October 06, 1937",12:25,KLM Royal Dutch Airlines,-,Palembang - Singapore,Douglas DC-3,PH-ALS,1940,0,"Bronislaw Hubermann, celibrated Polish violinist was sightly injured.",Palembang, Netherlands Indies,Commercial,11.0,7.0,4.0,4.0,1.0,3.0,unknown
"October 17, 1937",21:00,United Air Lines,1,Cheyenne - Salt Lake City,Douglas DC-3,NC16074,1914,0,"The plane crashed into the side of a mountain (Humpy Ridge)  in level flight at 10,000 ft. under adverse weather conditions. Static conditions encountered in the last portion of the flight which rendered the reception of radio range signals unintelligible. The continuation of the flight into mountainous country at an altitude below of higher mountains without the aid of ground visibility or radio signals to definitely identify position. A change in the weather caused by the approach of an unpredicted cold front.",Haydens Peak, Wyoming,Commercial,19.0,16.0,3.0,19.0,16.0,3.0,weather
"October 26, 1937",04:30,Air France,-,Dakar - Casablanca,Dewoitine D-333,F-ALQA,-,0,Disappeared after sending a distress call while en route.,Off Western Africa,-,Commercial,6.0,3.0,3.0,6.0,3.0,3.0,unknown
"November 12, 1937",16:50,Deutsche Lufthansa,-, Berlin - Mannheim,Heinkel He-111,D-AXAV,1830,0,Hit the ground prematurely while attempting to land in fog.,Mannheim, Germany,Commercial,12.0,9.0,3.0,10.0,7.0,3.0,weather
"November 16, 1937",14:30,Sabena,-,Cologne - Brussels - London,Junkers JU-52/3m,OO-AUB,5827,0,"The aircraft was flying from Cologne to London and should have made a scheduled stop at Brussel's Haren airport.  However, Brussels was shrouded in fog and the pilot was advised to fly on to Ostend. Weatherconditions were poor in Ostend as well and the aircraft hit a factory chimney while flying on approach to Ostend Stene airport.  All on board were killed including the Grand Duke and Duchess of Hesse who were traveling to London for a minor royal wedding. An airport employee was blamed for not guiding the pilot down in conditions of poor visibility.",Ostende, Belgium,Commercial,11.0,8.0,3.0,11.0,8.0,3.0,weather
"November 26, 1937",00:00,Deutsche Lufthansa,-,-,Junkers JU-52,D-AGAV,-,0,-,Croydon, London,Commercial,3.0,,,3.0,,,unknown
"December 05, 1937",09:00,Imperial Airways,-,India - London,Short Empire Flying Boat,G-ADUZ,-,0,The flying boat crashed while attempting to take off. The aircraft was named Cygnus.,Brindisi Harbor, Italy,Commercial,19.0,13.0,6.0,2.0,1.0,1.0,landing or taking off
"December 08, 1937",00:00,Air France,-,-,Potez 621,F-AOTZ,4213,0,Crashed in poor weather conditions.,Saint Sauveur, France,Commercial,7.0,6.0,1.0,2.0,1.0,1.0,weather
"December 24, 1937",17:30,Air France,-,Bucharest - Vienna - Prague - Paris,Wibault 283-T12,F-AMYD,11,0,"The plane was 10 minutes from landing at Vienna when it was told to change course by the Prague airport controller. The change took the plane into mountainous terrain in snowy conditions. The plane impacted Hutska Hora mountain at an alitiude of 3,300 feet. The cause was never determined. Possibly a naviational error or for political reasons.",Kasperske Hory, Czechoslovakia,Commercial,3.0,1.0,2.0,3.0,1.0,2.0,weather
"January 04, 1938",00:00,Deutsche Lufthansa,-,"Milan, Italy - Frankfurt, Germany",Junkers JU-52/3m,D-ABUR,5777,0,Icing on the wing caused the plane to crash close to the plane's destination.,Frankfurt, Germany,Commercial,6.0,3.0,3.0,6.0,3.0,3.0,unknown
"January 10, 1938",15:07,Northwest Orient Airlines,2,Seattle - Billings - Chicago,Lockheed 14H Super Electra,NC-17388,1407,0,"The aircraft crashed 12 miles northeast of Bozeman after experiencing structural failure of the tail. There was severe turbulence reported in the area at the time of the accident. The structural failure of the upper vertical fins and rudders due to flutter ""natural resonance, or period of vibration"" which resulted in the separation of the rudder and fins and loss of control of the aircraft.",Bozeman, Montana,Commercial,10.0,8.0,2.0,10.0,8.0,2.0,engine failure
"January 11, 1938",19:40,Pan American World Airways,1,Honolulu - Pago Pago - Auckland,Sikorsky S-42 (flying boat),NC16734,4207,0,"The aircraft exploded in mid-air as the crew attempted to dump fuel for an emergency landing at Pago Pago. Neither the plane or seven crew members were ever found. The aircraft was named ""Samoan Clipper.""  Pan American's first pilot, Captain Edwin C. Musick, killed.",Pago Pago, U.S. Samoa,Commercial,7.0,0.0,7.0,7.0,0.0,7.0,landing or taking off
"January 12, 1938",00:00,General Airways,-,Sioux Lookout - Hudson,Stinson Reliant,CF-BEI,-,0,Crashed in rugged terrain while en route.,North Pine Ontario ,Canada,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,unknown
"February 02, 1938",20:40,Military - U.S. Navy / Military - U.S. Navy,-,-,Consolidated PBY-2 / Consolidated PBY-2,04062 / 0463,-,0,The two aircraft crashed in mid-air in heavy rain and darkness and crashed into the sea.,Off San Clemente Island, California,Military,14.0,0.0,14.0,11.0,0.0,11.0,unknown
"February 05, 1938",00:00,TsAGI,-,Moscow - Murmansk,V6 (airship),CCCP-V6,-,0,The airship crashed while on a trial flight in preparation of rescuing  Russian scientists on an ice floe in Greenland. The airship crashed into the side of a mountain.,Kandalaksha, Russia,Commercial,19.0,0.0,19.0,13.0,0.0,13.0,unknown
"February 09, 1938",00:00,Air France,-,"Marseille, France - Ajaccio, Corsica",Lioré-et-Olivier H-242,F-ANPB,05,0,The flying boat struck the breakwater in fog at 60 miles an hour and burst into flames while attempting to take off.,Marseille, France,Commercial,12.0,7.0,5.0,8.0,5.0,3.0,weather
"February 09, 1938",00:00,Mexicana,-,Test flight,Lockheed 10 Electra,XA-BAS,-,0,Crashed on a second test flight.,Guadalupe, Mexico,Commercial,2.0,0.0,0.0,2.0,0.0,0.0,unknown
"February 13, 1938",00:00,Ala Littoria SA,-,"Cazid, Spain - Rome, Italy",Cant Z-506,I-ORIA,-,0,Disappeared over the Mediterranean Sea while flying in a storm,Mediterranean Sea,-,Commercial,14.0,10.0,4.0,14.0,10.0,4.0,weather
"February 22, 1938",00:00,Deutsche Lufthansa,-,"Berlin, Germany - Paris, France",Junkers JU.52,D-APAR,-,0,Crashed in fog within a few miles of it's destination near Bourget Airport.,Pontoise, France,Commercial,3.0,0.0,0.0,3.0,0.0,0.0,weather
"March 01, 1938",21:30,Trans Continental and Western Air,8,"San Francisco - Winslow, AZ,  Burbank, CA",Douglas DC-2-112,NC13789,1299,0,Crashed into the high Sierra after encountering a severe weather front while en route. The pilot radioed that ice was forming on the DC-2's wings as it neared the Tehachapi Mountains near Bakersfield and that he was turning back towards the north to land at Fresno. The aircraft sheared off the tops of pine trees and crashed 200 feet below a summit. The wreckage was not found until 6/12/38.,Near Wawona, Cailifornia,Commercial,9.0,6.0,3.0,9.0,6.0,3.0,weather
"March 07, 1938",00:00,Air France,-,"Hanoi, Vietnam - Paris, France",Potez 621,F-ANQR,4031/12,0,Crashed and burst into flames shortly after taking off from Dum Dum.,Datia, India,Commercial,7.0,3.0,4.0,7.0,3.0,4.0,landing or taking off
"March 08, 1938",00:00,Australian National Airways,-,-,De Havilland DH-60,VH-UNU,-,0,-,Somerton, Australia,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,unknown
"March 23, 1938",07:00,Air France,-,"Casablanca, Morocco - Paris France",Dewoitine D-338,F-AQBB,02,0,The mail plane crashed into a mountain peak in  the Pyrenees mountains while en route.,Corsavy, France,Commercial,8.0,5.0,3.0,8.0,5.0,3.0,unknown
"April 30, 1938",14:00,Ala Littoria,-,Brindisi - Rome,Junkers JU-52,I-BAUS,4063,0,Struck cloud obscured Mount Maranola.,Near Formia, Italy,Commercial,19.0,14.0,5.0,19.0,14.0,5.0,unknown
"May 05, 1938",00:00,Lineas Aéreas Mineras,-,Mexico City - Juarez,Lockheed Vega 5B,XA-BFR,124,0,Crashed en route,Balbuena, Mexico,Commercial,6.0,5.0,1.0,1.0,5.0,1.0,unknown
"May 10, 1938",00:00,United Airways of New Zealand,-,-,Lockheed 10 Electra,ZK-AFC,-,0,-,Mangere, New Zealand,Commercial,2.0,,,2.0,,,unknown
"May 16, 1938",02:07,Northwest Orient Airlines,-,"Burbank,- St. Paul",Lockheed 14-H2 Super Electra,NC17394,1439,0,"Struck Stroh peak at 3,300 feet in Mint Canyon, 27 minutes after taking off from Burbank Airport. The aircraft struck a ridge, bounded over a ravine and struck a second ridge, broke up and burst into flames.",Near Saugus, California,Commercial,9.0,7.0,2.0,9.0,7.0,2.0,engine failure
"May 22, 1938",13:40,Cruzeiro do Sul,-,-,Junkers JU-52/3m,PP-CBC,5453,0,The mail plane crashed while taking off.,Sao Paulo, Brazil,Commercial,17.0,13.0,4.0,2.0,2.0,0.0,landing or taking off
"May 24, 1938",22:17,United Air Lines,9,Newark - Cleveland - Chicago,Douglas DST-A-207A,NC18108,1956,0,An uncontrollable fire developed in the right engine and the pilot decided to make an emergency landing rather than try to reach Cleveland Airport. The plane struck trees in level flight 8.5 miles east of Cleveland Airport. A fire in the right engine accessory section which resulted from the failure of a cylinder barrel and was fed from the right engine oil supply.,Cleveland, Ohio,Commercial,10.0,7.0,3.0,10.0,7.0,3.0,engine failure
"May 27, 1938",00:00,Ginger Coote Airways,-,-,Fairchild 51,CF-AUX,-,0,-,Alberno Canal BC ,Canada,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,unknown
"May 27, 1938",00:00,Deutsche Lufthansa,-,-,Heinkel 116,D-ATIO,-,0,-,Germany,-,Commercial,3.0,,,3.0,,,unknown
"June 08, 1938",00:00,Wilson Airways,-,-,De Havilland DH-85,VP-KBE,-,0,-,Tanganyika,-,Commercial,3.0,,,3.0,,,unknown
"June 19, 1938",00:00,Pan American Grace Airways,-,-,Douglas DC-2,NC14272,-,0,"An hour after leaving Santiago, radio contact with the flight was lost, as it had crashed in the high Andes.  It was not found until February 1941, by indians, who plundered the aircraft and the dead passengers looking for valuables.",Mount  Mercedario, Chile,Commercial,4.0,,,4.0,,,unknown
"July 08, 1938",02:56,Northwest Orient Airlines,4,Seattle - Chicago,Lockheed 14 Super Electra,NC17383,-,0,"While taking off from Billings, the airplane left the ground in a stalled condition from which the pilot attempted to recover by use of full emergency power. Emergency power was not available because of improper adjustment of the stop which had been placed on the quadrant of the propeller pitch control levers, preventing the levers from going to the full low pitch position. As a result of the stalled condition, the airplane fell off on the right wing and crashed at a point 1,100 feet beyond the NE runway, the pilot having cut the switch just prior to the impact.",Billings, Montana,Commercial,10.0,8.0,2.0,10.0,8.0,2.0,landing or taking off
"July 14, 1938",08:00,Ala Littoria,-,Cagliari - Rome,Savoia Marchetti S-66,I-VOLO,15013,0,The flying boat crashed into the Tyrrhenian Sea after the collapse of a wing.,Off Sardinia, Italy,Commercial,20.0,16.0,4.0,20.0,16.0,4.0,unknown
"July 22, 1938",17:40,LOT Polish Airlines,-,"Warsaw, Poland - Bucharest, Romania",Lockheed 14H Super Electra,SP-BNG,1432,0,Crashed after being struck by lightning.,Stulpica, Romania,Commercial,14.0,10.0,4.0,14.0,10.0,4.0,weather
"July 24, 1938",13:00,Military - Colombian Army,-,-,Curtiss-Wright Hawk,-,-,52,One aircraft from a squadron performing aerobatics before a large crowd crashed into the grandstands. A gust of wind caused the aircraft to lose control during a looping maneuver.,Near Bogota Colombia,-,Military,1.0,0.0,1.0,1.0,0.0,1.0,unknown
"July 27, 1938",00:00,Imperial Airways,-,Kisumu - Alexandria,Armstrong-Withworth Atlanta,G-ABTG,AW-785,0,"Flew into a hillside soon after takeoff from Kisumu. The ship was named ""Amalthea.""",Kisumu, Kenya,Commercial,4.0,0.0,4.0,4.0,0.0,4.0,unknown
"July 29, 1938",04:11,Pan American World Airways,229,Alameda - Manila,Martin M-130 (flying boat),NC14714,556,0,"The plane crashed into the ocean while en route between Guam and Manilla. The last known position was 12.27 N, 130.40 W or 582 nm east southeast of Manila at 04:00 GCT. Cause unknown. The plane may have been hijacked by the Japanese and flown to Truk Island where the crew and passengers were murdered. The aircraft was named ""Hawaii Clipper.""",Pacific Ocean between Manila and Guam,-,Commercial,15.0,6.0,9.0,15.0,6.0,9.0,unknown
"August 10, 1938",00:00,Magyar Legiforagalmi,-,-,Ford Tri-motor F-VIII,HA-FNC,-,0,Crashed during a thunderstorm. The plane was carrying Hungarian journalists.,Debrecen, Hungary,Commercial,12.0,10.0,2.0,12.0,10.0,2.0,weather
"August 10, 1938",00:00,Dai Nippon,-,-,Douglas DF-151,J-ANES,-,0,-,Shishijima, Japan,Commercial,6.0,,,6.0,,,unknown
"August 12, 1938",12:30,Mexicana,-,Villahermosa - Veracruz,Lockheed 10E Electra,X-ABAS,-,0,Crashed in heavy rain in an area being affected by a hurricane.,Near San Andres Tuxtla VeraCruz ,Mexico,Commercial,11.0,8.0,3.0,11.0,8.0,3.0,unknown
"August 13, 1938",11:00,CSA Czech Airlines,-,"Prague - Paris, France",Savoia-Marchetti SM73,OK-BAG,-,0,Crashed into the Black Forest mountains in poor weather conditions. One stewardess survived.,Kiel, Germany,Commercial,17.0,14.0,3.0,16.0,13.0,3.0,weather
"August 15, 1938",00:00,Syndicato Condor,-,Guanabara - Victoria,Junkers JU-52/3m,PP-CAT,4024,0,"Flew into a mountain wave after taking off, went into a dive and crashed into Guanabara Bay.",Guanabara, Brazil,Commercial,9.0,5.0,4.0,9.0,5.0,4.0,landing or taking off
"August 18, 1938",00:00,LOT Polish Airlines,-,-,Lockheed 14 Electra,SP-BNJ,1424,0,Caught fire after a ground looping.,Bucharest, Romania,Commercial,7.0,,,7.0,,,unknown
"August 18, 1938",17:00,Macchi,-,Sightseeing,Macchi C-94,I-NILO,94001,0,The sea plane crashed shortly after taking off on a test flight and sank.,Montnago, Italy,Commercial,15.0,13.0,2.0,15.0,13.0,2.0,landing or taking off
"August 24, 1938",00:00,Japan Air / Japan Flying School,-,-,Unknown / Unknown,-,-,53,"Midair collision between the airliner and a small plane. The wreckage fell on the suburbs of Tokyo.  Three killed on the airliner, two in the trainer and 53 on the ground.",Tokyo, Japan,Commercial,5.0,,,5.0,,,unknown
"August 24, 1938",08:00,China National Aviation Corporation,-,Hong Kong - Chungking,Douglas DC-2,32,1369,0,"While en route from Hong Kong to Chungking, the aircraft was shot down by Japanese military fighters. The aircraft was named Kweilin. The plane was rebuilt to fly again only to be shot down again by Japanese military.",Wangmoon, China,Commercial,17.0,13.0,4.0,14.0,12.0,2.0,shot down - military
"August 29, 1938",00:00,North Queensland Airways,-,-,De Havilland DH-84,VH-UXK,-,0,Crashed into a cane field while attempting to land when the pilot swerved to avoid a tractor.,Innisfail, Australia,Commercial,9.0,,,5.0,,,landing or taking off
"August 29, 1938",23:00,Transcontinental &Western Air,-,Amarillo - Kansas City,Ford Tri-motor,-,-,0,The mail /passenger transport crashed 10 miles south of Tucumcari after penetrating a strong storm.,Near Tucumcari, New Mexico,Commercial,5.0,3.0,2.0,5.0,3.0,2.0,weather
"October 01, 1938",00:00,Deutsche Lufthansa,-,"Frankfurt, Germany - Milan, Italy",Junkers JU-52/3m,D-AVFB,5928,0,"While flying over the Alps, the aircraft disappeared. A search was unsuccessful and  no trace of the aircraft nor the occupant was found. A mountain guide found debris 14 years later, on the slope of the Pizzo Cengalo on the border with Switzerland. Some mail bags were recovered and sent to the local post office.",Grisons, Switzerland,Commercial,13.0,10.0,3.0,13.0,10.0,3.0,unknown
"October 01, 1938",00:00,Deutsche Lufthansa,-,"Frankfurt, Germany - Milan, Italy",Dornier DO.18,-,-,0,-,Off Bathurst, Gambia,Commercial,4.0,,,4.0,,,unknown
"October 10, 1938",11:00,Sabena,-,Brussells - Berlin,Savbia-Marchetti  S-73P,OO-AGT,-,0,The aircraft broke-up in midair and crashed to the ground.Airport.,Soest, Germany,Commercial,20.0,16.0,4.0,20.0,16.0,4.0,engine failure
"October 25, 1938",13:45,Australian National Airways,-,Adelaide - Melbourne,Douglas DC-2-112,VH-UYC,1566,0,Crashed into Mt. Daodenong in heavy fog while en route. Procedural errors by the crew.,Mt. Dandenong, Australia,Commercial,18.0,14.0,4.0,18.0,14.0,4.0,weather
"November 02, 1938",00:00,British Airways,-,-,Lockheed 14 Electra,CF-TCL,-,0,-,Somerset, England,Commercial,2.0,,,2.0,,,unknown
"November 04, 1938",10:50,Jersey Airways,-,Channel Islands - Southhampton,de Havilland DH-86,G-ACZN,2316,1,Caught fire and crashed into a field two minutes after taking off. A farm worker was crushed to death when the wreckage landed on him. The pilot allowed the plane to fall into a side-slip while climbing through a low overcast and at an insufficient altitude for him to regain contol.,Channel Islands, Jersey,Commercial,14.0,13.0,1.0,14.0,13.0,1.0,landing or taking off
